eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-f08a4b3d28,,knowledge_graph_x_question_answering,gap,,"Possible gap: 'Topic Modeling' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Topic Modeling' appears on only one side of this pairing (Knowledge graph embeddings / Question answering over knowledge bases); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-f0ca6b9558,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-f11c5b2258,,federated_learning_x_privacy,intersection,"Shared focus: cryptography and data security + privacy, security, and data protection",Both profiles reference 'cryptography and data security'. Combining Federated learning for healthcare's methods (see profile) with Differential privacy in machine learning's methods (see profile) may advance the shared problem.,,,,,,,
EV-f14910ca54,,federated_learning_x_privacy,gap,,"Future-work opportunity: Extending 'Secure, privacy-preserving and federated machine learning in medical imaging' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'Secure, privacy-preserving and federated machine learning in medical imaging' to broader settings is suggested by the absence of such results in the abstract.","Secure, privacy-preserving and federated machine learning in medical imaging",,,,,
EV-f3420207ce,,knowledge_graph_x_question_answering,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-f3bda6fe81,,causal_inference_x_clinical_ml,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Machine learning applications in cancer prognosis and prediction; The MR-Base platform supports systematic causal inference across the human phenome; Marginal Structural Models and Causal Inference in Epidemiology,,,,,
EV-f3ef5ea4d8,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-f5c9f60e5e,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Recent advances and applications of machine learning in solid-state materials science' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Recent advances and applications of machine learning in solid-state materials science' to broader settings is suggested by the absence of such results in the abstract.,Recent advances and applications of machine learning in solid-state materials science,,,,,
EV-f6a81115b0,,clinical_nlp_x_ehr,intersection,Bridging 'Deep EHR: A Survey of Recent Advances in Deep Learning Techn' and 'Scalable and accurate deep learning with electronic health r',The two most overlapping papers share vocabulary with the combined expertise of Natural language processing for clinical text and Electronic health record analytics; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Topic Modeling' across Natural language processing for clinical text and Electronic health record analytics; a combined treatment is missing.,Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis; Scalable and accurate deep learning with electronic health records; Natural Language Processing of Clinical Notes on Chronic Diseases: Systematic Review,,,,,
EV-f6bd8a34eb,,single_cell_x_transfer_learning,gap,,Explicit limitation reported: The abstract of 'Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer' does not report evaluation beyond transfer.,Explicit limitation reported: The abstract of 'Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer' does not report evaluation beyond transfer.,Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer,,,,,
EV-f6d2b785d6,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-f719529ca9,,causal_inference_x_clinical_ml,gap,,Explicit limitation reported: The abstract of 'Matching Methods for Causal Inference: A Review and a Look Forward' does not report evaluation beyond matching.,Explicit limitation reported: The abstract of 'Matching Methods for Causal Inference: A Review and a Look Forward' does not report evaluation beyond matching.,Matching Methods for Causal Inference: A Review and a Look Forward,,,,,
EV-f78986cef9,,speech_recognition_x_hearing_aids,intersection,Similarity bridge: 'Speech Enhancement' and 'Speech enhancement theory and practice',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Automatic speech recognition and Speech enhancement for hearing aids; such topics are not jointly evidenced.,Speech Enhancement; Speech enhancement theory and practice; A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation,,,,,
EV-f7c8038108,,climate_downscaling_x_deep_learning,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-f948624d56,,materials_discovery_x_active_learning,gap,,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Explicit limitation reported: The abstract of 'Validation of the theoretical domains framework for use in behaviour change and implementation research' does not report evaluation beyond framework.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
